rating,content,date,filter_index,review_length,weekday,text_length
5,놀 거리가 많아서 괜찮다면 긴 시간 줄을 서야 할 수도 있습니다 봄에 갔는데 롯데월드를 따라가는 길에 많은 벚꽃나무가 있었습니다 벚꽃이 정말 아름다웠습니다 아름다운 풍경을 바라보며 산책을 즐겼습니다,2024-07-29,0,110,Monday,110
5,정말 놀라운 경험이었습니다 할 일이 정말 많아요 여기 티켓은 DSPDiscover Seoul pass 카드에 포함되어 있어서 을 지불할 필요가 없지만 청구하려면 다른 게이트를 사용해야 합니다 DSP 소지자는 Wild Gate에서 청구할 수 있습니다 주소 서울특별시 송파구 올림픽로 240 추천 이유 모두에게 좋음,2024-08-26,0,174,Monday,174
5,Lotte World Adventure에서 환상적인 하루를 보냈습니다  실내 및 실외 테마파크에는 재미있는 놀이기구와 명소가 가득합니다 퍼레이드와 쇼가 마법 같은 느낌을 더합니다 서울에서 가족과 함께 하루를 보내기에 완벽합니다,2024-07-31,0,127,Wednesday,126
5,밤이 끝날 무렵 퍼레이드를 구경하세요 놀이기구는 재미있고 대기 시간도 그렇게 길지 않습니다 안팎으로 놀이기구가 있고 먹을 곳도 있습니다,2024-03-07,0,75,Thursday,75
5,가족이나 친구와 함께 하루를 보내기에 좋은 곳으로 모든 연령대를 위한 실내 및 실외 어트랙션이 있으며 매 시간마다 쇼가 펼쳐집니다 패스트 패스가 없다면 놀이기구를 타려면 약 30분 줄을 설 준비를 하세요,2024-11-23,0,113,Saturday,113
4,lotte world 안에는 많은 게임이 있습니다 2개 구역 건물 내부와 건물 외부롤러코스터 우주선과 같은 익스트림 게임 패키지에는 lottle aquarium도 있습니다 제 아이들은 수족관을 너무 좋아했습니다,2024-02-26,0,117,Monday,117
5,여러분 서울 가족 여행 중 롯데월드 방문은 정말 최고의 순간 중 하나였어요 이 테마파크는 누구에게나 특별한 경험을 선사하기 때문에 모든 연령대의 아이를 둔 가족에게 완벽한 여행지예요 도착하는 순간부터 파크의 엄청난 규모에 감탄했어요 실내 어드벤처와 야외 매직 아일랜드 두 구역으로 나뉘는데 실내 구역은 비 오는 날에도 신나는 놀이기구 매력적인 쇼 그리고 축제 분위기로 가득해요,2024-08-27,0,210,Tuesday,210
5,롯데월드 어드벤처는 대한민국 서울에 위치한 대형 테마파크입니다 실내 테마파크 쇼핑몰 고급 호텔 등을 갖춘 더 큰 규모의 롯데월드 단지에 속해 있습니다,2024-08-16,0,83,Friday,83
5,6070가 유니폼을 입은 사람들로 가득한 곳이에요 여기서 특별한 경험을 하실 수 있을 거예요 하하 하지만 놀이기구를 타려면 너무 오래 걸릴 거예요 저희는 놀이기구가 없거든요 그냥 분위기만 느끼려고요,2024-08-09,0,110,Friday,110
5,롯데월드 어드벤처는 정말 넓은 시설이에요 할 게 너무 많아서 지루할 틈이 없어요 마치 거대한 실내 테마파크와 쇼핑몰이 하나로 합쳐진 것 같아요 꼭 가봐야 할 곳이지만 최대한 재밌게 즐기려면 하루 종일 시간을 내야 할 것 같아요 다양한 모험을 서두르고 싶지는 않을 거예요 강력 추천합니다,2024-08-06,0,159,Tuesday,159
5,좋은 전망과 아름다운 곳이에요 매번 여행을 가야 해요 여기 갈 계획이 있어야 해요 여기가 제일 재밌는 곳이고 정말 좋아요,2024-08-06,0,67,Tuesday,67
5,가족과 함께 가기 정말 좋은 곳이에요 실내외 액티비티와 놀이기구가 있어서 날씨에 상관없이 즐길 수 있어서 좋아요 놀이기구는 미국 식스 플래그 테마파크에 비하면 아무것도 아니에요 디즈니랜드 수준이에요,2024-08-03,0,110,Saturday,110
5,롯데월드 어드벤처는 규모가 정말 큽니다 아이와 어른 모두 즐길 수 있는 훌륭한 테마파크입니다 온종일 즐거운 시간을 보낼 수 있는 다양한 놀이기구가 준비되어 있습니다,2024-06-09,0,91,Sunday,91
5,롯데 어드벤처는 한국 서울의 롯데월드 단지 내에 위치한 실내 테마파크입니다 모든 연령대의 방문객을 대상으로 다양한 어트랙션과 놀이기구를 제공합니다 스릴 넘치는 롤러코스터부터 가족 친화적인 어트랙션까지 롯데 어드벤처는 모든 사람에게 즐거움이 가득한 경험을 제공합니다 또한 롯데월드 타워라고도 알려진 롯데 타워는 서울의 유명한 랜드마크이자 세계에서 가장 높은 건물 중 하나입니다 높이가 550m가 넘으며 사무실 고급 호텔 주거 시설 도시의 숨 막힐 듯한 전망을 제공하는 전망대가 있습니다 롯데 어드벤처와 롯데 타워는 엔터테인먼트 레저 멋진 스카이라인 전망을 결합하여 서울의 상징적인 목적지를 만들어냅니다,2024-03-27,0,335,Wednesday,335
4,롯데월드에는 게임이 많이 있어요건물 안과 건물 밖 게임 평일에도 사람이 너무 많아요 우리 아이들은 긴 줄이 없는 몇 가지 게임만 할 수 있어요,2024-02-25,0,79,Sunday,79
5,엊그제께 서울 잠실 롯데월드를 지인과 함께 다녀왔어요긴연휴여서 그런지 사람들이 정말 많더라구요 낮12시쯤에 도착해서 밤9시쯤에 떠났는데 놀이기구 5개밖에 못탔어요 줄서는 시간이 넘길었네요그래도 오래간만에 와서 그런지 재밌더라구요특히 밤에 아틀란티스에서 야외야경이 멋져서 사진도 찍었네요,2023-10-04,0,159,Wednesday,159
5,매우 아름답고 규모가 큰 테마로 모든 사람을 만족시킬 수 있는 다양한 놀이기구가 있습니다 가족 친화적 실내와 실외 공원이 모두 있습니다,2025-03-28,0,75,Friday,75
5,저는 가족과 즐거운 시간을 보냈습니다 제 아빠는 지금 57세인데 지난번에 우리가 거기에 갔을 때는 어떤 게임은 정말 무서웠지만 항상 저와 함께 있었습니다,2025-02-19,0,85,Wednesday,85
5,실내 공원은 잘 조직되어 있으며 다양한 놀이기구 어트랙션 쇼가 있어 다양한 스릴 레벨을 충족합니다 특히 저녁 시간대의 야외 구역은 도시의 멋진 전망과 함께 아름다운 분위기를 제공합니다 직원들의 전반적인 청결함과 친절함이 경험을 더욱 풍부하게 합니다 식사 옵션은 다양하지만 비쌀 수 있습니다 특히 주말에는 군중에 대비해야 하지만 전반적인 흥분과 다양성이 기억에 남는 방문을 만들어줍니다,2024-10-18,0,214,Friday,214
4,매우 예쁘고 적어도 한 번은 방문할 가치가 있습니다 하지만 가장 좋은 방문 시간을 찾아야 합니다 붐빌 때는 줄이 매우 길어서 시간이 많이 걸립니다 커플에게는 좋은 위치입니다,2024-10-06,0,96,Sunday,96
5,정말 재밌었어요 실내외 액티비티가 있어서 날씨에 상관없이 즐길 수 있어요 놀이기구를 타려면 줄이 길어질 수 있어요,2024-09-29,0,63,Sunday,63
5,롯데월드 어드벤처 롯데월드 어드벤처는 서울에 위치한 인기 실내 테마파크입니다 스릴 넘치는 놀이기구 테마존 그리고 모든 연령대가 즐길 수 있는 엔터테인먼트 등 다양한 어트랙션을 갖추고 있습니다 특히 아틀란티스 어드벤처 롤러코스터와 상징적인 열기구가 유명합니다 또한 퍼레이드 라이브 쇼 그리고 계절별 이벤트가 개최되어 지역 주민과 관광객 모두에게 활기 넘치는 명소로 자리매김하고 있습니다,2024-09-26,0,214,Thursday,214
5,인도어 어드벤처는 끊임없이 변하는 서울의 날씨에서 벗어나는 환상적인 휴식처입니다 이 구역은 다양한 놀이기구 게임 엔터테인먼트 옵션으로 가득 찬 넓은 실내 놀이공원입니다 하이라이트는 스릴 넘치는 낙하와 회전을 제공하는 고속 롤러코스터인 아틀란티스 어드벤처입니다 좀 더 편안한 경험을 위해 곤돌라 라이드는 공원의 활기찬 주변 환경을 아름답고 여유롭게 볼 수 있는 전망을 제공합니다 어린 자녀를 둔 가족은 수많은 어린이 친화적인 어트랙션을 좋아할 것입니다,2024-08-05,0,251,Monday,251
5,굉장한 재밌는 곳 실내와 실외가 있는 거대한 공간으로 햇볕이 뜨거울 때나 비가 올 때 좋습니다 식당에서 음식을 사서 먹고 싶지 않다면 피크닉 구역에서 먹을 음식을 가져올 수 있습니다,2024-08-01,0,101,Thursday,101
5,gtahir 자카르타 인도네시아 118203 2008년 12월 24일 리뷰 꽤 괜찮은 곳이지만 너무 붐볐다 롯데월드는 세계에서 가장 큰 실내 테마파크로 알려져 있고 그럴 만한 이유가 있습니다 실내 단지에는 롤러코스터 워터라이드 어린이 놀이기구 다양한 레스토랑 아케이드 게임 모노레일 상점 거대한 아이스 스케이트장이 있습니다 저는 겨울에 갔기 때문에 단지 내부가 따뜻하고 좋았습니다 실내 단지는 매직 아일랜드라는 실외 단지와 연결되어 있으며 드롭 존과 같은 익스트림 라이드와 모험심이 강한 사람들을 위한 다른 라이드가 있습니다 모노레일은 두 단지를 연결할 수 있습니다 전체적인 아이디어는 훌륭했고 누구나 롯데월드에 가는 것을 좋아할 것입니다 하지만 저는 휴가철에 갔는데 사람이 너무 많았습니다 인기 있는 워터로그 라이드를 타려면 한 시간 이상 걸렸고 줄을 서는 동안 많은 한국 청소년들이 줄을 서거나 건너뛰어서 경험이 불편했습니다 이 단지는 디즈니랜드나 식스 플래그 같은 유명한 테마파크만큼 깨끗하지도 않았고 일부 벽에는 그래피티가 많았습니다 하지만 전반적으로 특히 아이들을 데리고 간다면 방문할 만한 곳입니다,2024-07-30,0,564,Tuesday,564
5,Lotte World 실내 어드벤처에서 보낸 시간은 설렘으로 가득했습니다 스릴 넘치는 놀이기구부터 몰입형 테마존까지 모든 순간이 모험이었습니다 활기찬 분위기 화려한 조명 매혹적인 공연은 기쁨과 웃음으로 가득 찬 잊을 수 없는 경험을 선사했습니다,2024-03-29,0,136,Friday,136
5,한국 롯데월드의 판타지 드림은 방문객을 기발한 상상과 마법의 세계로 안내하는 매혹적인 경험입니다 테마파크 내의 이 매혹적인 구역은 환상적인 명소 다채로운 풍경 매혹적인 공연을 특징으로 하는 꿈 같은 탈출구입니다 매력적인 동화 속 캐릭터부터 기발하게 디자인된 놀이기구까지 판타지 드림은 모든 연령대의 방문객을 사로잡는 마법 같은 분위기를 조성합니다 이 매혹적인 구역의 디자인에 대한 세부 사항에 대한 관심은 전체적인 경이로움을 더해 탐험하고 즐기기에 즐거운 장소가 됩니다 활기찬 거리를 산책하든 기발한 놀이기구를 타든 롯데월드의 판타지 드림은 매력적이고 몰입감 있는 경험을 제공하여 손님이 잠시 기쁨과 매혹으로 가득 찬 동화 속 세계로 들어갈 수 있게 합니다,2024-02-28,0,367,Wednesday,367
5,롯데월드서울 송파구 올림픽로 240 롯데월드 또는 롯데월드 어드벤처한국어 롯데월드 어드벤처는 대한민국 서울에 있는 주요 레크리에이션 단지입니다 대규모 실내 테마파크4 매직 아일랜드라는 야외 놀이공원 모노레일로 연결된 호수 위의 인공 섬 쇼핑몰 고급 호텔 전망대 한국 민속 박물관 스포츠 시설 영화관으로 구성되어 있습니다 1989년 7월에 개장한 롯데월드는 매년 약 730만 명의 방문객을 맞이합니다,2024-02-26,0,223,Monday,222
5,아름다운 곳입니다 테마파크는 잘 관리되고 시설은 재밌습니다 저희 가족은 그곳에서 즐거운 시간을 보내고 있습니다 강력 추천합니다,2024-02-25,0,70,Sunday,70
5,정말 재밌는 실내 놀이공원이에요 여러 층에 모든 사람을 위한 놀이기구가 있어요 줄이 긴 편이지만 놀이기구는 기다릴 만한 가치가 있어요 음식도 다양해요 놀이공원 주변의 귀여운 장식도 좋아요 가족 친화적인 곳이죠 모든 연령대의 사람들에게 롯데월드를 추천합니다,2024-02-23,0,142,Friday,142
5,밤이 끝날 무렵 퍼레이드를 구경하세요 놀이기구는 재밌고 대기 시간도 그렇게 길지 않습니다 안팎으로 놀이기구가 있고 식사할 곳도 있습니다 채식주의자에게는 좋은 선택이 아닙니다 모두가 떠나면서 약간 혼잡해집니다 한국은 아름답습니다,2024-02-21,0,126,Wednesday,126
5,장소는 크고 넓습니다 즐길 수 있는 다양한 놀이기구가 있습니다 아이들을 데려가는 경우 어떤 놀이기구가 아이들에게 적합한지 지도에서 확인하는 것이 좋습니다 지도는 포괄적이고 자세합니다 실내와 실외 명소가 있습니다 여러 레스토랑이나 카페와 기념품 가게도 있습니다 저는 공휴일에 갔기 때문에 거의 모든 놀이기구에 긴 줄이 서 있었습니다,2024-02-20,0,184,Tuesday,184
5,오늘의 장난을 계속합니다 서울에 있을 때 아이들과 함께 가보실 것을 강력히 추천하는 놀라운 실내 및 실외 놀이공원인 롯데월드로 향했습니다 줄은 엄청나지만 그게 모험의 일부일 뿐이에요 기다려요,2024-02-18,0,107,Sunday,106
5,서울에 위치한 롯데월드 어드벤처는 놀이공원의 스릴과 풍부한 문화가 어우러진 매혹적인 곳입니다 실내외 구역에서 스릴 넘치는 놀이기구부터 문화 전시까지 다채로운 어트랙션을 즐길 수 있습니다 건축학적 경이로움을 자랑하는 매직 캐슬은 마법의 상징으로 손꼽힙니다 청결에 대한 세심한 배려 친절한 직원 그리고 다양한 엔터테인먼트 옵션을 갖춘 롯데월드 어드벤처는 모든 연령대의 방문객을 만족시킵니다 문화 퍼레이드와 공연은 특별한 경험을 선사합니다,2024-02-01,0,242,Thursday,242
3,롯데월드는 인파와 긴 놀이기구 대기 시간 때문에 꽤 힘들 수 있습니다 놀이공원 자체에도 멋진 어트랙션이 많지만 방문객이 너무 많아서 놀이기구를 제대로 즐기는 시간보다 줄을 서서 기다리는 시간이 더 길어지는 경우가 많습니다 좀 더 여유롭게 즐기고 싶다면 인파를 피해 한산한 시간대에 방문해 보세요 하루를 더욱 알차게 보낼 수 있습니다,2024-08-17,0,185,Saturday,185
4,서울 중심부에 있는 매우 귀여운 놀이공원  대부분 놀이기구는 최소 2명만 이용할 수 있으므로 그룹으로 방문하는 것이 좋습니다,2025-02-05,0,69,Wednesday,69
4,서울의 롯데월드 어드벤처는 스릴 넘치는 놀이기구 매혹적인 어트랙션 몰입형 경험이 어우러진 최고의 놀이공원입니다 고속 롤러코스터부터 마법의 퍼레이드까지 다양한 엔터테인먼트 옵션으로 모든 연령대를 만족시킵니다 이 공원의 독특한 실내 및 실외 구역은 어떤 날씨에도 즐거움을 보장하며 활기찬 분위기와 가족 친화적 환경은 잊지 못할 모험을 위한 필수 방문지입니다,2024-08-02,0,197,Friday,197
3,롯데월드 어드벤처는 실내와 실외 두 구역으로 나뉩니다 추운 날씨와 흐린 하늘이 괜찮다면 실외에서 즐기는 것이 좋습니다 실내는 젊은이들로 북적이고 놀이기구와 상점들이 많으며 창의적인 음식을 파는 가게들도 있습니다 맛있지만 가격이 비싼 편입니다 제 생각에는 특별한 것은 없지만 가족 휴가를 보내기에 시간을 보내기에 좋습니다 대중교통기차으로 쉽게 접근 가능합니다,2024-03-02,0,199,Saturday,199
3,말레이시아에서 온라인으로 티켓을 구매하시면 가격이 저렴합니다 평일에도 사람이 많아서 어떤 게임이든 줄을 서야 합니다 저희는 어린이용 게임만 플레이하고 있습니다 다른 게임들은 줄이 길어서 플레이할 기회가 없습니다,2024-02-23,0,117,Friday,117
4,롯데월드 서울은 엔터테인먼트와 겨울의 즐거움이 완벽하게 어우러진 매력적인 아이스 스케이팅 경험을 선사합니다 반짝이는 조명과 축제 분위기로 장식된 매혹적인 링크는 초보자와 숙련된 스케이터 모두에게 적합합니다 잘 관리된 빙판은 매끄러운 활주 경험을 제공하며 친절한 직원들이 항상 대기하고 있습니다 롯데월드 내에 위치한 이 링크는 독특한 배경을 자랑하며 모든 방문객에게 마법 같은 분위기를 선사합니다 건전한 활동을 원하는 가족이나 로맨틱한 나들이를 원하는 커플 모두에게 롯데월드 아이스 스케이팅 링크는 잊지 못할 경험을 선사합니다 입장료는 다소 높지만 전체적인 분위기와 시설은 놀이와 전통적인 아이스 스케이팅의 매력을 모두 갖춘 겨울 명소로 손꼽힙니다,2024-02-07,0,361,Wednesday,361
5,크리스마스 전에 방문하는 걸 추천해요 저녁에 성을 밝히는 아름다운 크리스마스 테마 조명이 정말 아름다워요  하지만 복어는 꼭 챙겨 가세요 사진 찍으려고 한 시간이나 기다렸어요 전반적으로 야외 놀이기구는 정말 좋았고 특히 자이로 드롭은 10010이에요 놀이기구 안에 귀여운 츄러스도 팔고 있는데 정말 맛있어요 꼭 드셔보세요 공원에는 독특하고 맛있는 간식들이 많으니 메인 요리 하나만 먹기보다는 여러 간식을 먹어보는 걸 추천해요,2023-12-08,0,238,Friday,237
5,공원 곳곳에 정교한 디테일이 담긴 놀라운 놀이공원은 마치 마법의 땅으로 당신을 데려갈 것입니다 모든 종류의 놀이기구 정기적인 공연 맛있는 음식점 그리고 구매할 수 있는 귀여운 선물이 가득합니다 무엇보다도 가장 좋은 점은 가격이 모두 합리적이고 저렴하다는 것입니다,2023-10-02,0,146,Monday,146
5,전반적으로 놀이기구와 실내외 분위기가 모두 좋았고 가격 대비 만족스러웠습니다 다만 로봇 커피 자판기는 영어가 안 됩니다 언어 문제가 있는 곳이 많아서 한참을 서 있어야 하지만 그래도 재밌습니다 추운 날씨에 자고 나면 뭐든 즐겁게 놀 수 있을 것 같습니다 놀이기구는 넓고 층수도 많고 존도 많습니다 평일에 가서 조금 늦게 갔기 때문에 최대한 즐기려면 아침 일찍 가야 합니다 그렇지 않으면 각 장소에서 줄을 서서 아주 오래 기다려야 합니다 그래서 몇 가지만 할 수 있었습니다 쇼도 있었고 퍼레이드도 있었고 잠시 앉아서 구경만 하다가 하루가 끝났습니다 아쉬웠습니다 아침 일찍 가는 걸 추천합니다 가장 가치 있는 시간이죠,2023-11-19,0,343,Sunday,343
5,저희는 주로 실내와 실외 놀이기구가 모두 있다는 사실 때문에 롯데월드를 선택했습니다 가족 친화적인 놀이기구와 스릴 넘치는 놀이기구가 적절히 섞여 있어 모든 연령대에 적합합니다 한 가지 주의해야 할 점은 티켓 외에 돈을 내야 하는 특정 어트랙션이 있다는 것입니다 티켓은 한 번만 입장할 수 있으므로 재입장이 불가능합니다 전자 티켓을 실물 티켓으로 변경해야 하는 것 같은데 제가 틀렸을 수도 있습니다 만약 변경해야 한다면 다른 카운터에서 변경해야 한다는 점을 명심하세요,2025-05-19,0,260,Monday,260
5,어른과 아이 모두에게 완벽한 놀이공원입니다 다양한 명소가 놀랍습니다 저는 친구와 함께 갔고 원하는 모든 곳을 방문할 수 있었습니다 예상했던 만큼 줄이 길지 않았습니다 풍경과 장식이 대단합니다 서울에 있는 동안 꼭 방문해야 할 곳입니다,2025-01-21,0,130,Tuesday,130
5,공원에서 정말 멋진 하루를 보냈습니다 놀이기구는 대부분 한 시간씩 줄을 서야 해서 모든 놀이기구를 다 탈 수는 없었어요 민속 박물관은 꼭 가봐야 할 곳이에요 한국의 역사와 다양한 미니어처 세트를 볼 수 있었어요 공원에는 다양한 음식이 있었고 가격도 나쁘지 않았어요 다시 방문하고 싶어요,2024-06-08,0,159,Saturday,159
5,정말 재밌었어요 어트랙션과 놀이기구도 많았어요 모든 놀이기구를 다 타보지는 못했지만 공원이 문을 닫을 때까지 정말 즐겁게 놀았어요 아이들과 함께하는 가족에게 강력 추천합니다,2024-06-05,0,96,Wednesday,96
5,예상치 못한 즐거운 하루였습니다 일찍 갔으면 좋았을 텐데 더 많은 놀이기구를 탈 수 있었을 텐데요 야외 놀이기구가 있다는 걸 몰랐어요  이곳을 꼭 방문해보시기를 추천하고 놀이기구를 타려면 아침에 가세요 raracost에서 저녁을 먹었어요 음식과 음료가 맛있었어요,2024-05-06,0,147,Monday,146
5,정말 재밌는 실내 놀이공원이에요 여러 층에 걸쳐 다양한 놀이기구가 있어요 줄은 좀 긴 편이지만 기다릴 만한 가치가 충분히 있어요 먹을 것도 다양하고요 놀이공원 주변의 아기자기한 장식도 정말 마음에 들어요 가족끼리 오기 좋은 곳이에요 모든 연령대의 분들께 롯데월드를 추천합니다,2023-11-04,0,153,Saturday,153
5,가족 친구들과 함께 가기 좋은 곳이에요 잠실역과 가까워요 하루 종일 놀기에도 좋고 꼭 가볼 만한 곳이에요,2024-06-21,0,58,Friday,58
4,롯데월드 어드벤처 티켓을 온라인으로 구매했습니다 카운터에서 사는 것보다 저렴하고 카운터에서 줄을 서는 것보다 빠릅니다 한국 공휴일이라 롯데월드에 사람이 많았습니다 모든 놀이기구를 기다리는 시간이 길었습니다 티켓에 포함된 아쿠아리움과 민속 박물관도 방문했습니다,2025-05-12,0,144,Monday,144
4,롯데 테마파크 강력 추천합니다 실내외 놀이기구가 많고 1인 탑승 구역이라 대기 시간도 짧습니다 티켓에는 한국 민속 박물관 관람이 포함되어 있습니다 흥미로운 경험이었고 미니어처 마을로 가득한 방이 마음에 들었습니다 아쉽게도 아쿠아리움에는 시간 내에 가지 못했습니다 아쿠아리움이 있는 쇼핑몰이 워낙 커서 걸어가려면 꽤 멀었습니다 모든 것을 제대로 체험할 시간이 부족하기 때문에 아쿠아리움은 추천하지 않습니다,2024-03-16,0,225,Saturday,225
5,롯데월드몰 넥스트 뮤지엄 앤디 리멘터 전시 갔었습니다 넘 멋딘 작품과 작가님의 라이브 드로잉 등 멋진 기획이었습니다,2023-08-22,0,64,Tuesday,64
4,아내와 저는 롯데 어드벤처에서 즐거운 하루를 보냈습니다 트립닷컴에서 예약하면 아주 편리했습니다 방금 롯데 지정 카운터에 도착해서 티켓을 받을 수 있었습니다 잠실역에서 지하철을 이용하시는 게 가장 좋습니다 매직 패스를 구매하지 않으면 줄을 좀 서야 합니다 민속 박물관과 롯데 아쿠아리움도 방문했는데 정말 좋았습니다,2025-05-12,0,174,Monday,174
4,가격은 제 생각엔 아울렛보다 확실히 저렴하지만 그럼에도 불구하고 놀이기구를 기다리는 데 시간이 오래 걸리고 많은 한국인들이 거기에 있었습니다 그들이 휴가철인지는 잘 모르겠습니다,2025-03-19,0,98,Wednesday,98
4,괜찮지만 대기 시간이 길지만 패키지에 다양한 엔터테인먼트가 있고 음식은 너무 비싸지 않습니다 추가 지불이 필요한 놀이기구가 몇 가지 있습니다,2024-12-27,0,78,Friday,78
5,모든 연령대의 어린이와 모든 수준의 스릴을 위한 물건 롤러코스터부터 인터랙티브 게임까지 모든 사람을 위한 무언가가 있었습니다,2024-09-04,0,69,Wednesday,69
4,저는 이 티켓을 RM115에 구매했는데 클룩보다 훨씬 저렴합니다 다행히 트립닷컴에서 가격을 확인해보니 트립을 통해 더 저렴한 가격을 받을 줄은 몰랐습니다 저는 4월 13일 토요일에 롯데월드에 갔는데 사람이 많았지만 줄은 견딜 만했습니다 오전 10시부터 오후 7시까지 10개의 놀이기구를 탈 수 있었습니다 이번이 두 번째 롯데월드 방문입니다 그 전에는 겨울에 방문했는데 그때는 대부분의 야외 놀이기구가 문을 닫았습니다 하지만 이번에는 정말 만족스러웠습니다,2024-04-23,0,253,Tuesday,253
4,그곳에서 즐거운 하루를 보냈습니다 공원의 두 구역은 서로 다르고 모든 연령대가 즐길 수 있는 어트랙션이 있습니다 내부는 어린이와 어린아이들을 위한 공간이고 외부는 주로 스릴 넘치는 놀이기구로 구성되어 있습니다 또한 내부에서는 캐릭터들이 함께하는 퍼레이드도 있고 밤에는 성에 조명이 켜집니다 그곳에서 즐거운 하루를 보냈습니다,2023-11-11,0,180,Saturday,180
5,롯데월드 또는 롯데월드 어드벤처는 서울의 주요 레크리에이션 단지입니다 대규모 실내 테마파크 매직 아일랜드라는 야외 놀이공원 쇼핑몰로 연결된 호수 위의 인공 섬 모노레일 고급 호텔 전망대 한국 민속 박물관 스포츠 시설 영화관으로 구성되어 있습니다,2023-10-28,0,136,Saturday,136
4,저는 이곳이 정말 좋아요 볼거리도 많고 재밌는 곳도 많아요 다른 사람들 심지어 제 친구들에게도 꼭 추천하고 싶어요,2024-05-16,0,63,Thursday,63
5,아이스링크 및 민속박물관 그리고 놀이기구까지아주 꽉찬 알베기 하루였습니다태풍오는 날임에도 실내에서 뽀송히 놀았습니다ㅎㅎ,2023-08-15,0,66,Tuesday,66
5,내 K 드라마 판타지를 살아야 해 재밌는 곳이었다 교복도 빌리기 좋았어,2025-03-27,0,39,Thursday,39
3,친구들과 함께 롯데월드 어드벤처를 방문했는데 엇갈린 감정을 느꼈습니다 분위기는 즐겁고 활기찼고 첫눈에 보기에도 확실히 인상적이었습니다 안타깝게도 놀이기구는 한 번도 타보지 못했습니다 줄이 믿을 수 없을 정도로 길었고 야외 구역은 비 때문에 폐쇄되어 있었습니다 실내는 너무 붐비고 시끄러워서 제대로 즐기기가 힘들 정도였습니다 사실 저희 방문의 하이라이트는 민속 박물관이었습니다 조용하고 거의 비어 있었지만 놀라울 정도로 흥미로웠습니다 메인 파크의 혼잡함에서 벗어나 잠시 쉬어갈 수 있는 좋은 곳이었습니다 가실 계획이라면 긴 대기 시간과 많은 인파를 각오해야 합니다 아니면 평일에 방문해서 사람이 덜 붐비는 것을 추천합니다,2025-05-21,0,346,Wednesday,346
